original_path,final_path,media_type,date_folder,location,location_source,duplicate_of
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0676.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-25\DJI_0676.JPG",photo,2023-02-25,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0677.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-25\DJI_0677.JPG",photo,2023-02-25,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0678.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0678.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0679.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0679.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0680.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0680.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0681.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0681.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0682.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0682.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0683.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0683.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0684.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0684.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0685.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0685.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0686.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0686.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0687.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0687.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0688.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0688.JPG",photo,2023-02-25,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0689.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0689.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0690.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0690.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0691.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0691.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0692.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-25\DJI_0692.MP4",video,2023-02-25,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0693.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0693.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0694.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0694.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0695.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0695.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0696.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0696.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0697.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0697.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0698.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0698.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0699.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0699.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0700.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0700.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0701.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0701.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0702.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0702.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0703.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0703.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0704.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0704.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0705.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0705.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0706.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0706.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0707.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0707.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0708.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0708.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0709.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0709.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0710.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-26\DJI_0710.JPG",photo,2023-02-26,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0711.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-26\DJI_0711.JPG",photo,2023-02-26,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0712.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-26\DJI_0712.JPG",photo,2023-02-26,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0713.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-26\DJI_0713.JPG",photo,2023-02-26,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0714.JPG,"E:\Drone\__reorganized_tmp__\Largo, Florida, US\2023-02-26\DJI_0714.JPG",photo,2023-02-26,"Largo, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0715.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0715.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0716.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0716.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0717.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0717.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0718.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0718.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0719.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0719.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0720.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0720.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0721.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0721.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0722.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0722.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0723.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0723.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0724.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0724.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0725.MP4,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0725.MP4",video,2023-02-26,"South Highpoint, Florida, US",nearest-time,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0726.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0726.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0727.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0727.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0728.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0728.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0729.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0729.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0730.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0730.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0731.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0731.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0732.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0732.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0733.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0733.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0734.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0734.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0735.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0735.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0736.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0736.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0737.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0737.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0738.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0738.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0739.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0739.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0740.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0740.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0741.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0741.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0742.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0742.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0743.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0743.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0744.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0744.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0745.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0745.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0746.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0746.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0747.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0747.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\102MEDIA\DJI_0748.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-02-26\DJI_0748.JPG",photo,2023-02-26,"South Highpoint, Florida, US",gps,
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0273.MP4,,video,2023-02-26,"South Highpoint, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0273.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0274.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0274.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0275.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0275.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0276.JPG,,photo,2023-02-26,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0276.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0277.JPG,,photo,2023-02-26,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0277.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0278.JPG,,photo,2023-02-26,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0278.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0279.JPG,,photo,2023-02-26,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0279.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0280.JPG,,photo,2023-02-26,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0280.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0281.MP4,,video,2023-02-26,"South Highpoint, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0281.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0282.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0282.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0283.MP4,,video,2023-02-26,"South Highpoint, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0283.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0284.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0284.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0285.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0285.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0286.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0286.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0287.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0287.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0288.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0288.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0289.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0289.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0290.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0290.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0291.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0291.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0292.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0292.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0293.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0293.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0294.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0294.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0295.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0295.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0296.JPG,,photo,2023-02-26,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0296.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0403.MP4,,video,2023-02-26,"South Highpoint, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0403.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0404.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0404.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0405.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0405.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0406.JPG,,photo,2023-02-27,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0406.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0407.JPG,,photo,2023-02-27,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0407.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0408.JPG,,photo,2023-02-27,"Largo, Florida, US",gps,E:\Drone\103MEDIA\DJI_0408.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0409.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0409.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0410.MP4,,video,2023-02-27,"Belleair Beach, Florida, US",nearest-time,E:\Drone\103MEDIA\DJI_0410.MP4
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0411.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0411.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0412.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0412.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0413.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0413.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0414.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0414.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0415.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0415.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0416.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0416.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0417.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0417.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0418.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0418.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0419.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0419.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0420.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0420.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0421.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0421.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0422.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0422.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0423.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0423.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0424.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0424.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0425.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0425.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0426.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0426.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0427.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0427.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0428.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0428.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0429.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0429.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0430.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0430.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0431.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0431.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0432.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0432.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0433.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0433.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0434.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0434.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0435.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0435.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0436.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0436.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0437.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0437.JPG
E:\Drone\Drone-copy-3-28-23\103MEDIA\DJI_0438.JPG,,photo,2023-02-27,"South Highpoint, Florida, US",gps,E:\Drone\103MEDIA\DJI_0438.JPG
