original_path,final_path,media_type,date_folder,location,location_source,duplicate_of
E:\Drone\110923\100MEDIA\DJI_0690.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0690.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0691.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0691.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0692.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0692.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0693.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0693.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0694.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0694.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0695.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0695.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0696.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0696.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0697.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0697.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0698.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0698.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0699.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0699.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0700.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0700.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0701.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0701.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0702.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0702.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0703.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0703.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0704.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0704.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0705.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0705.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0706.JPG,"E:\Drone\__reorganized_tmp__\Brookridge, Florida, US\2023-06-16\DJI_0706.JPG",photo,2023-06-16,"Brookridge, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0762.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0762.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0763.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0763.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0764.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0764.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0765.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0765.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0766.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0766.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0767.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0767.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0768.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0768.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0769.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0769.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0770.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0770.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0771.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0771.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0772.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0772.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0773.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0773.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0774.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0774.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0775.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0775.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0776.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-06-30\DJI_0776.JPG",photo,2023-06-30,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0777.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0777.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0778.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0778.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0779.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0779.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0780.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0780.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0781.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0781.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0782.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0782.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0783.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0783.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0784.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0784.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0785.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0785.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0786.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0786.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0787.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0787.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0788.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0788.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0790.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0790.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0791.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0791.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0792.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0792.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0793.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0793.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0794.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-07-01\DJI_0794.JPG",photo,2023-07-01,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0796.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0796.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0798.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0798.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0799.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0799.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0800.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0800.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0803.JPG,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0803.JPG",photo,2023-07-01,"Clearwater, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0804.MP4,"E:\Drone\__reorganized_tmp__\Clearwater, Florida, US\2023-07-01\DJI_0804.MP4",video,2023-07-01,"Clearwater, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0805.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-07-04\DJI_0805.JPG",photo,2023-07-04,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0806.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-07-04\DJI_0806.JPG",photo,2023-07-04,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0807.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0807.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0808.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0808.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0809.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0809.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0810.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0810.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0812.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0812.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0813.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0813.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0814.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0814.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0815.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0815.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0816.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0816.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0817.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0817.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0818.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0818.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0819.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0819.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0820.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0820.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0821.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0821.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0822.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0822.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0823.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0823.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0824.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0824.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0825.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0825.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0826.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0826.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0827.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-07-04\DJI_0827.JPG",photo,2023-07-04,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0828.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-07-04\DJI_0828.JPG",photo,2023-07-04,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0829.JPG,"E:\Drone\__reorganized_tmp__\South Highpoint, Florida, US\2023-07-04\DJI_0829.JPG",photo,2023-07-04,"South Highpoint, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0830.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0830.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0831.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0831.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0832.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0832.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0833.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0833.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0834.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0834.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0835.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0835.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0836.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0836.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0837.MP4,E:\Drone\__reorganized_tmp__\Unknown Location\2023-07-05\DJI_0837.MP4,video,2023-07-05,Unknown Location,fallback,
E:\Drone\110923\100MEDIA\DJI_0941.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0941.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0942.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0942.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0943.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0943.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0944.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0944.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0945.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0945.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0946.MP4,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0946.MP4",video,2023-09-05,"Palm Harbor, Florida, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0947.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0947.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0948.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0948.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0949.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0949.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0951.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0951.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0952.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0952.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0953.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0953.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0954.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0954.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0955.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0955.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0956.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0956.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0957.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0957.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0958.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0958.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0959.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0959.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0960.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0960.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0961.JPG,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0961.JPG",photo,2023-09-05,"Palm Harbor, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0962.MP4,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0962.MP4",video,2023-09-05,"Palm Harbor, Florida, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0963.MP4,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0963.MP4",video,2023-09-05,"Palm Harbor, Florida, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0964.MP4,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0964.MP4",video,2023-09-05,"Palm Harbor, Florida, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0965.MP4,"E:\Drone\__reorganized_tmp__\Palm Harbor, Florida, US\2023-09-05\DJI_0965.MP4",video,2023-09-05,"Palm Harbor, Florida, US",same-day,
E:\Drone\110923\100MEDIA\DJI_0989.MP4,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0989.MP4",video,2023-09-11,"Belleair Bluffs, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0990.JPG,"E:\Drone\__reorganized_tmp__\Belleair Beach, Florida, US\2023-09-11\DJI_0990.JPG",photo,2023-09-11,"Belleair Beach, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0991.MP4,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0991.MP4",video,2023-09-11,"Belleair Bluffs, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0992.MP4,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0992.MP4",video,2023-09-11,"Belleair Bluffs, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0993.JPG,"E:\Drone\__reorganized_tmp__\Harbor Bluffs, Florida, US\2023-09-11\DJI_0993.JPG",photo,2023-09-11,"Harbor Bluffs, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0994.JPG,"E:\Drone\__reorganized_tmp__\Harbor Bluffs, Florida, US\2023-09-11\DJI_0994.JPG",photo,2023-09-11,"Harbor Bluffs, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0995.JPG,"E:\Drone\__reorganized_tmp__\Harbor Bluffs, Florida, US\2023-09-11\DJI_0995.JPG",photo,2023-09-11,"Harbor Bluffs, Florida, US",gps,
E:\Drone\110923\100MEDIA\DJI_0996.MP4,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0996.MP4",video,2023-09-11,"Belleair Bluffs, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0997.MP4,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0997.MP4",video,2023-09-11,"Belleair Bluffs, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0998.MP4,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0998.MP4",video,2023-09-11,"Belleair Bluffs, Florida, US",nearest-time,
E:\Drone\110923\100MEDIA\DJI_0999.JPG,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0999.JPG",photo,2023-09-11,"Belleair Bluffs, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0001.JPG,"E:\Drone\__reorganized_tmp__\Belleair Bluffs, Florida, US\2023-09-11\DJI_0001.JPG",photo,2023-09-11,"Belleair Bluffs, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0002.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0002.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0003.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0003.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0005.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0005.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0006.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0006.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0007.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0007.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0008.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0008.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0009.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0009.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0010.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0010.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0011.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0011.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0012.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0012.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
E:\Drone\110923\101MEDIA\DJI_0013.JPG,"E:\Drone\__reorganized_tmp__\Town 'n' Country, Florida, US\2023-09-26\DJI_0013.JPG",photo,2023-09-26,"Town 'n' Country, Florida, US",gps,
